"","block_number","street1","street2"
"2791","2200","SAN PABLO AVE",NA
"2792","1000","GILMAN ST",NA
"2793",NA,"BERRYMAN STREET","SHATTUCK AVE"
"2794","2300","NINTH ST",NA
"2795","2300","CURTIS ST",NA
"2796","2000","KITTREDGE ST",NA
"2797",NA,"PARKER STREET","SAN PABLO AVE"
"2798","1600","ALCATRAZ AVE",NA
"2799","2100","EIGHTH ST",NA
"2800","2000","DURANT AVE",NA
"2801","1600","FRANCISCO ST",NA
"2802","1600","HARMON ST",NA
"2803","2500","DWIGHT WAY",NA
"2804","1800","BERKELEY WAY",NA
"2805",NA,"PARDEE STREET","NINTH ST"
"2806","200","MARINA BLVD",NA
"2807","1600","ALCATRAZ AVE",NA
"2808","1700","MCGEE AVE",NA
"2809",NA,"MCGEE AVENUE","WARD ST"
"2810","2300","FOURTH ST",NA
"2811","2100","FIFTH ST",NA
"2812","3000","TELEGRAPH AVE",NA
"2813","3300","KING ST",NA
"2814","3000","HILLEGASS AVE",NA
"2815","2100","HEARST AVE",NA
"2816","2100","DWIGHT WAY",NA
"2817","1600","WARD ST",NA
"2818","2900","MAGNOLIA ST",NA
"2819","1700","FIFTH ST",NA
"2820","2300","FOURTH ST",NA
"2821","3000","TELEGRAPH AVE",NA
"2822","2200","HASTE ST",NA
"2823","2100","SHATTUCK AVE",NA
"2824","700","ALLSTON WAY",NA
"2825","2000","HASTE ST",NA
"2826","1300","BONITA AVE",NA
"2827",NA,"SHATTUCK AVENUE","BERKELEY WAY"
"2828","2400","PARKER ST",NA
"2829",NA,"OXFORD STREET","HEARST AVE"
"2830","2000","DURANT AVE",NA
"2831","1600","SHATTUCK AVE",NA
"2832","2100","MILVIA ST",NA
"2833",NA,"OXFORD STREET","UNIVERSITY AVE"
"2834","1800","FOURTH ST",NA
"2835","2300","TELEGRAPH AVE",NA
"2836","1800","ALCATRAZ AVE",NA
"2837","1714","MARTIN LUTHER KING JR WAY",NA
"2838","1500","TYLER ST",NA
"2839","1500","LINCOLN ST",NA
"2840","2200","DWIGHT WAY",NA
"2841","1700","PARKER ST",NA
"2842",NA,"ACTON STREET","UNIVERSITY AVE"
"2843",NA,"DWIGHT WAY","PIEDMONT AVE"
"2844","1800","SOLANO AVE",NA
"2845",NA,"BERKELEY WAY","WALNUT ST"
"2846","800","BANCROFT WAY",NA
"2847",NA,"CENTER STREET","SHATTUCK AVE"
"2848","2600","TELEGRAPH AVE",NA
"2849","800","GILMAN ST",NA
"2850","1000","LASSEN ST",NA
"2851","1900","WARD ST",NA
"2852","200","MARINA BLVD",NA
"2853","3000","SHATTUCK AVE",NA
"2854","2000","OREGON ST",NA
"2855","100","UNIVERSITY AVE",NA
"2856","800","POTTER ST",NA
"2857","1200","SIXTY-FIFTH ST",NA
"2858","900","MURRAY ST",NA
"2859","1100","UNIVERSITY AVE",NA
"2860","1600","MILVIA ST",NA
"2861",NA,"CURTIS STREET","UNIVERSITY AVE"
"2862","2900","STANTON ST",NA
"2863","2100","SHATTUCK AVE",NA
"2864",NA,"MILVIA STREET","BANCROFT WAY"
"2865","2900","DWIGHT WAY",NA
"2866","1600","CHESTNUT ST",NA
"2867","1000","SHATTUCK AVE",NA
"2868","1400","HAWTHORNE TER",NA
"2869",NA,"BANCROFT WAY","FIFTH ST"
"2870","1900","SAN PABLO AVE",NA
"2871","1700","DERBY ST",NA
"2872","1000","KEITH AVE",NA
"2873",NA,"SEVENTH STREET","PAGE ST"
"2874","1800","UNIVERSITY AVE",NA
"2875","1300","DELAWARE ST",NA
"2876","2500","NINTH ST",NA
"2877","1500","SCENIC AVE",NA
"2878","3000","SHATTUCK AVE",NA
"2879","3100","TELEGRAPH AVE",NA
"2880","1900","SIXTH ST",NA
"2881","2100","KITTREDGE ST",NA
"2882","700","HARRISON ST",NA
"2883","1800","UNIVERSITY AVE",NA
"2884","2200","FIFTH ST",NA
"2885","2400","TELEGRAPH AVE",NA
"2886","2000","HEARST AVE",NA
"2887","1100","SECOND ST",NA
"2888","1300","ARCH ST",NA
"2889","2200","DWIGHT WAY",NA
"2890","600","ADDISON ST",NA
"2891","1500","DWIGHT WAY",NA
"2892","1300","PERALTA AVE",NA
"2893",NA,"UNIVERSITY AVENUE","SACRAMENTO ST"
"2894","1200","ORDWAY ST",NA
"2895","800","CONTRA COSTA AVE",NA
"2896",NA,"SACRAMENTO STREET","ASHBY AVE"
"2897","900","POTTER ST",NA
"2898","1000","CEDAR ST",NA
"2899","2000","ADDISON ST",NA
"2900","2300","MCKINLEY AVE",NA
"2901","2000","SHATTUCK AVE",NA
"2902","1800","SOLANO AVE",NA
"2903","1600","OXFORD ST",NA
"2904","2000","UNIVERSITY AVE",NA
"2905","1700","RUSSELL ST",NA
"2906","2000","OREGON ST",NA
"2907","2400","DWIGHT WAY",NA
"2908","2900","ELLSWORTH ST",NA
"2909","3049","ADELINE ST",NA
"2910","2000","BLAKE ST",NA
"2911","800","DELAWARE ST",NA
"2912","1200","FRANCISCO ST",NA
"2913",NA,"STANNAGE AVENUE","GILMAN ST"
"2914","2000","CENTER ST",NA
"2915","2400","SPAULDING AVE",NA
"2916","2200","DURANT AVE",NA
"2917","2100","MCKINLEY AVE",NA
"2918","1700","SHATTUCK AVE",NA
"2919","2100","SPAULDING AVE",NA
"2920","2700","MCGEE AVE",NA
"2921","2900","COLLEGE AVE",NA
"2922","1500","GRIZZLY PEAK BLVD",NA
"2923","2500","BANCROFT WAY",NA
"2924","900","ASHBY AVE",NA
"2925","3100","ADELINE ST",NA
"2926","2800","FULTON ST",NA
"2927",NA,"TENTH STREET","GILMAN ST"
"2928","2200","VIRGINIA ST",NA
"2929","2500","WARRING ST",NA
"2930","1100","CRAGMONT AVE",NA
"2931","800","ASHBY AVE",NA
"2932",NA,"SHATTUCK AVENUE","CEDAR ST"
"2933",NA,"LA LOMA AVENUE","LE CONTE AVE"
"2934","1800","FOURTH ST",NA
"2935","2600","DURANT AVE",NA
"2936","600","HARRISON ST",NA
"2937","2100","SHATTUCK AVE",NA
"2938",NA,"ASHBY AVENUE","SEVENTH ST"
"2939",NA,"MILVIA STREET","VINE ST"
"2940","2800","TELEGRAPH AVE",NA
"2941","2800","DERBY ST",NA
"2942",NA,"REGENT STREET","DWIGHT WAY"
"2943","2500","BENVENUE AVE",NA
"2944","2100","KITTREDGE ST",NA
"2945",NA,"FOURTH STREET","VIRGINIA ST"
"2946","2400","DURANT AVE",NA
"2947","2800","CHERRY ST",NA
"2948","2700","CHANNING WAY",NA
"2949","2100","WARD ST",NA
"2950","2400","HASTE ST",NA
"2951","1500","SHATTUCK AVE",NA
"2952","1100","EUCLID AVE",NA
"2953","2800","FULTON ST",NA
"2954","1800","UNIVERSITY AVE",NA
"2955","2600","SHATTUCK AVE",NA
"2956","1900","HEARST AVE",NA
"2957","2000","ALLSTON WAY",NA
"2958","2600","TELEGRAPH AVE",NA
"2959","2300","SHATTUCK AVE",NA
"2960",NA,"BERKELEY WAY","MILVIA ST"
"2961","2300","TELEGRAPH AVE",NA
"2962","750","GILMAN ST",NA
"2963","1300","ROSE ST",NA
"2964",NA,"PIEDMONT AVENUE","CHANNING WAY"
"2965","1800","MILVIA ST",NA
"2966",NA,"DURANT AVENUE","ELLSWORTH ST"
"2967","2200","HEARST AVE",NA
"2968","1600","BONITA AVE",NA
"2969",NA,"DURANT AVENUE","COLLEGE AVE"
"2970","1400","SHATTUCK AVE",NA
"2971","1600","HOPKINS ST",NA
"2972","2100","ALLSTON WAY",NA
"2973","1900","HEARST AVE",NA
"2974","3000","STANTON ST",NA
"2975",NA,"FULTON STREET","BANCROFT WAY"
"2976","2400","PIEDMONT AVE",NA
"2977","200","MARINA BLVD",NA
"2978","2000","FRANCISCO ST",NA
"2979",NA,"DWIGHT WAY","TELEGRAPH AVE"
"2980",NA,"SAN PABLO AVENUE","UNIVERSITY AVE"
"2981","2700","PIEDMONT AVE",NA
"2982",NA,"IDAHO STREET","ALCATRAZ AVE"
"2983","2000","OREGON ST",NA
"2984","2400","TELEGRAPH AVE",NA
"2985",NA,"FULTON STREET","KITTREDGE ST"
"2986","1800","WOOLSEY ST",NA
"2987","2100","SHATTUCK AVE",NA
"2988","2300","TELEGRAPH AVE",NA
"2989","2100","DERBY ST",NA
"2990","1700","UNIVERSITY AVE",NA
"2991","2100","HASTE ST",NA
"2992","200","ALVARADO RD",NA
"2993","2200","JEFFERSON AVE",NA
"2994","1000","UNIVERSITY AVE",NA
"2995","1600","OXFORD ST",NA
"2996","1400","SHATTUCK AVE",NA
"2997","2500","FULTON ST",NA
"2998","2000","CENTER ST",NA
"2999","1900","CHANNING WAY",NA
"3000","1300","UNIVERSITY AVE",NA
"3001","2100","OXFORD ST",NA
"3002","2200","DURANT AVE",NA
"3003","2400","TELEGRAPH AVE",NA
"3004","2300","BANCROFT WAY",NA
"3005","2800","WOOLSEY ST",NA
"3006","2300","TELEGRAPH AVE",NA
"3007","500","SPRUCE ST",NA
"3008","1600","SIXTH ST",NA
"3009","2000","CHANNING WAY",NA
"3010","1000","CRESTON RD",NA
"3011","3000","BATEMAN ST",NA
"3012",NA,"CHANNING WAY","COLLEGE AVE"
"3013","2300","SAN PABLO AVE",NA
"3014","2700","MILVIA ST",NA
"3015","2100","BANCROFT WAY",NA
"3016","3400","ADELINE ST",NA
"3017","2300","SHATTUCK AVE",NA
"3018","2000","ALLSTON WAY",NA
"3019","2000","KITTREDGE ST",NA
"3020","2800","EIGHTH ST",NA
"3021","2400","PIEDMONT AVE",NA
"3022","700","PAGE ST",NA
"3023","700","ADDISON ST",NA
"3024",NA,"FIFTH STREET","VIRGINIA ST"
"3025","2600","HASTE ST",NA
"3026","600","ADDISON ST",NA
"3027","2700","MILVIA ST",NA
"3028",NA,"HEARST AVENUE","LA LOMA AVE"
"3029","1600","RUSSELL ST",NA
"3030","2450","DURANT AVE",NA
"3031","2400","TELEGRAPH AVE",NA
"3032",NA,"ALLSTON WAY","SHATTUCK AVE"
"3033","1600","ALCATRAZ AVE",NA
"3034",NA,"OREGON STREET","ACTON ST"
"3035","1800","BERKELEY WAY",NA
"3036",NA,"TELEGRAPH AVENUE","STUART ST"
"3037","2400","TELEGRAPH AVE",NA
"3038","1600","PARKER ST",NA
"3039","2600","BANCROFT WAY",NA
"3040","1500","CARLETON ST",NA
"3041","2900","PINE AVE",NA
"3042","1600","MILVIA ST",NA
"3043","1400","CALIFORNIA ST",NA
"3044","1500","FRANCISCO ST",NA
"3045","2400","DWIGHT WAY",NA
"3046","2100","CARLETON ST",NA
"3047",NA,"MILVIA STREET","CENTER ST"
"3048","2700","COLLEGE AVE",NA
"3049","3000","GARBER ST",NA
"3050","1300","SIXTH ST",NA
"3051","1200","SAN PABLO AVE",NA
"3052","2300","ROOSEVELT AVE",NA
"3053","1700","BLAKE ST",NA
"3054","2500","BUENA VISTA WAY",NA
"3055","2500","HASTE ST",NA
"3056","1200","OREGON ST",NA
"3057","900","EUCLID AVE",NA
"3058",NA,"RUSSELL STREET","COLLEGE AVE"
"3059","2300","DWIGHT WAY",NA
"3060","400","GILMAN ST",NA
"3061","1400","NINTH ST",NA
"3062","1600","ALLSTON WAY",NA
"3063","600","HARRISON ST",NA
"3064","1300","RUSSELL ST",NA
"3065",NA,"HEARST AVENUE","HENRY ST"
"3066","1000","UNIVERSITY AVE",NA
"3067","2300","TELEGRAPH AVE",NA
"3068","2300","PIEDMONT AVE",NA
"3069","2000","UNIVERSITY AVE",NA
"3070","1500","WOOLSEY ST",NA
"3071","2500","TELEGRAPH AVE",NA
"3072","3000","SHATTUCK AVE",NA
"3073","2100","SHATTUCK AVE",NA
"3074","2400","CARLETON ST",NA
"3075",NA,"SPRUCE STREET","LOS ANGELES AVE"
"3076","2000","OREGON ST",NA
"3077","2800","PIEDMONT AVE",NA
"3078","3300","ADELINE ST",NA
"3079",NA,"CAMELIA STREET","SECOND ST"
"3080","2400","RUSSELL ST",NA
"3081","2100","KITTREDGE ST",NA
"3082","1300","SAN PABLO AVE",NA
"3083","2000","CARLETON ST",NA
"3084","1900","ALLSTON WAY",NA
"3085","2100","SHATTUCK AVE",NA
"3086","1000","KEITH AVE",NA
"3087","2300","PIEDMONT AVE",NA
"3088","2000","OREGON ST",NA
"3089","3000","BATEMAN ST",NA
"3090","1900","MILVIA ST",NA
"3091","3000","REGENT ST",NA
"3092","1600","HARMON ST",NA
"3093","1400","SUMMIT RD",NA
"3094","2500","REGENT ST",NA
"3095",NA,"RUSSELL STREET","GRANT ST"
"3096","2100","MILVIA ST",NA
"3097","2300","EIGHTH ST",NA
"3098","1800","ROSE ST",NA
"3099","2100","SIXTH ST",NA
"3100","2100","WARD ST",NA
"3101",NA,"ASHBY AVENUE","SAN PABLO AVE"
"3102",NA,"COLLEGE AVENUE","ASHBY AVE"
"3103","100","SEAWALL DR",NA
"3104","2300","TENTH ST",NA
"3105","2000","MARIN AVE",NA
"3106","1200","BERKELEY WAY",NA
"3107","1600","PARKER ST",NA
"3108","2500","WARRING ST",NA
"3109",NA,"UNIVERSITY AVENUE","W FRONTAGE RD"
"3110",NA,"CURTIS STREET","ALLSTON WAY"
"3111","1200","FIFTH ST",NA
"3112","1500","COMSTOCK CT",NA
"3113","3000","CLAREMONT AVE",NA
"3114","500","ARLINGTON AVE",NA
"3115","2500","HEARST AVE",NA
"3116","3100","COLLEGE AVE",NA
"3117","2000","FOURTH ST",NA
"3118","1400","HEARST AVE",NA
"3119","1800","UNIVERSITY AVE",NA
"3120",NA,"GILMAN STREET","SAN PABLO AVE"
"3121",NA,"SHATTUCK AVENUE","ALLSTON WAY"
"3122",NA,"DERBY STREET","COLLEGE AVE"
"3123","1700","SPRUCE ST",NA
"3124","1600","SHATTUCK AVE",NA
"3125","100","SEAWALL DR",NA
"3126","1200","GILMAN ST",NA
"3127","2000","ADDISON ST",NA
"3128","2300","SHATTUCK AVE",NA
"3129","1800","WEST ST",NA
"3130","1800","SAN PABLO AVE",NA
"3131","1200","UNIVERSITY AVE",NA
"3132","1100","SOLANO AVE",NA
"3133","800","ARLINGTON AVE",NA
"3134","1800","FOURTH ST",NA
"3135","3000","HARPER ST",NA
"3136","1500","OREGON ST",NA
"3137","700","HARRISON ST",NA
"3138","900","HEINZ AVE",NA
"3139","2900","DERBY ST",NA
"3140","2000","OREGON ST",NA
"3141","2100","CALIFORNIA ST",NA
"3142","2800","SACRAMENTO ST",NA
"3143","2100","BLAKE ST",NA
"3144","2900","NINTH ST",NA
"3145","900","SHATTUCK AVE",NA
"3146","2100","SHATTUCK AVE",NA
"3147","2400","TELEGRAPH AVE",NA
"3148","2100","MCKINLEY AVE",NA
"3149","2500","DURANT AVE",NA
"3150","2900","CLAREMONT AVE",NA
"3151","3200","IDAHO ST",NA
"3152","1400","KEONCREST DR",NA
"3153","2100","SEVENTH ST",NA
"3154","1900","ALLSTON WAY",NA
"3155","1100","PARKER ST",NA
"3156","800","DWIGHT WAY",NA
"3157","2500","NINTH ST",NA
"3158","1700","WALNUT ST",NA
"3159","1400","GRIZZLY PEAK BLVD",NA
"3160","3000","ADELINE ST",NA
"3161","2900","SHATTUCK AVE",NA
"3162","2000","FOURTH ST",NA
"3163","600","ADDISON ST",NA
"3164","1700","WARD ST",NA
"3165","1700","HOPKINS ST",NA
"3166","2000","DWIGHT WAY",NA
"3167","3000","ADELINE ST",NA
"3168","2800","TELEGRAPH AVE",NA
"3169","2500","GRANT ST",NA
"3170","2400","TELEGRAPH AVE",NA
"3171","2200","BLAKE ST",NA
"3172","1700","RUSSELL ST",NA
"3173","2500","TELEGRAPH AVE",NA
"3174","1700","SAN PABLO AVE",NA
"3175","800","CONTRA COSTA AVE",NA
"3176","2800","SHATTUCK AVE",NA
"3177","2300","VALLEY ST",NA
"3178","3000","HILLEGASS AVE",NA
"3179","400","GILMAN",NA
"3180","2300","ACTON ST",NA
"3181","1500","TYLER ST",NA
"3182","1700","HEARST AVE",NA
"3183","2100","OREGON ST",NA
"3184","2100","BANCROFT WAY",NA
"3185","2200","PRINCE ST",NA
"3186","800","SANTA BARBARA RD",NA
"3187","1700","HEARST AVE",NA
"3188","1600","RUSSELL ST",NA
"3189","800","CRAGMONT AVE",NA
"3190",NA,"UNIVERSITY AVENUE","OXFORD ST"
"3191",NA,"PARKER STREET","COLLEGE AVE"
"3192","1885","UNIVERSITY AVE",NA
"3193","2000","OREGON ST",NA
"3194","500","SPRUCE ST",NA
"3195","2200","DWIGHT WAY",NA
"3196","2100","EUNICE ST",NA
"3197","2600","REGENT ST",NA
"3198","2300","ASHBY AVE",NA
"3199","2900","TELEGRAPH AVE",NA
"3200","2200","ACTON ST",NA
"3201","1500","MILVIA ST",NA
"3202","2100","SHATTUCK AVE",NA
"3203","900","PAGE ST",NA
"3204","1800","FOURTH ST",NA
"3205","2500","COLLEGE AVE",NA
"3206","1000","MURRAY ST",NA
"3207","2500","BENVENUE AVE",NA
"3208","1400","SHATTUCK AVE",NA
"3209","2200","FIFTH ST",NA
"3210","2400","BROWNING ST",NA
"3211","3000","HILLEGASS AVE",NA
"3212",NA,"SEVENTH STREET","PAGE ST"
"3213","2200","SEVENTH ST",NA
"3214","3400","ADELINE ST",NA
"3215","700","BANCROFT WAY",NA
"3216","200","MARINA BLVD",NA
"3217","2100","UNIVERSITY AVE",NA
"3218","1700","FOURTH ST",NA
"3219","1400","SHATTUCK AVE",NA
"3220","2055","CENTER ST",NA
"3221","2200","MCKINLEY AVE",NA
"3222","2500","DERBY ST",NA
"3223","2200","DERBY ST",NA
"3224","2400","ASHBY AVE",NA
"3225","1500","GRIZZLY PEAK BLVD",NA
"3226","2400","RIDGE RD",NA
"3227","1400","HAWTHORNE TER",NA
"3228","900","PAGE ST",NA
"3229","2800","SEVENTH ST",NA
"3230","1300","SCENIC AVE",NA
"3231","1200","HEARST AVE",NA
"3232","900","GRAYSON ST",NA
"3233","2400","DURANT AVE",NA
"3234",NA,"TELEGRAPH AVENUE","ASHBY AVE"
"3235","2700","ADELINE ST",NA
"3236","2200","SHATTUCK AVE",NA
"3237","2000","ASHBY AVE",NA
"3238","1500","ARCH ST",NA
"3239","2400","FULTON ST",NA
"3240","2600","SHATTUCK AVE",NA
"3241","2300","SHATTUCK AVE",NA
"3242","2100","DWIGHT WAY",NA
"3243","2100","UNIVERSITY AVE",NA
"3244","1100","VIRGINIA ST",NA
"3245","1600","EDITH ST",NA
"3246","1500","UNIVERSITY AVE",NA
"3247","2700","BANCROFT WAY",NA
"3248","1200","UNIVERSITY AVE",NA
"3249","2000","DURANT AVE",NA
"3250","1100","GRIZZLY PEAK BLVD",NA
"3251","2000","UNIVERSITY AVE",NA
"3252","2300","BANCROFT WAY",NA
"3253","2500","HILLEGASS AVE",NA
"3254",NA,"SAN PABLO AVENUE","MURRAY ST"
"3255","900","HILLDALE AVE",NA
"3256","2200","MILVIA ST",NA
"3257","1800","FOURTH ST",NA
"3258","100","SEAWALL DR",NA
"3259","1200","SAN PABLO AVE",NA
"3260","1400","ACROFT CT",NA
"3261","1900","CENTER ST",NA
"3262","600","CEDAR ST",NA
"3263","2100","MILVIA ST",NA
"3264","2100","MILVIA ST",NA
"3265","600","HARRISON ST",NA
"3266",NA,"CEDAR STREET","SEVENTH ST"
"3267","700","ADDISON ST",NA
"3268","1000","PARDEE ST",NA
"3269","1300","UNIVERSITY AVE",NA
"3270",NA,"SIXTH STREET","UNIVERSITY AVE"
"3271","2500","MILVIA ST",NA
"3272","1000","UNIVERSITY AVE",NA
"3273","2100","SHATTUCK AVE",NA
"3274","2900","DOHR ST",NA
"3275","2600","REGENT ST",NA
"3276","2000","EUNICE ST",NA
"3277","900","HEINZ AVE",NA
"3278","2100","CHANNING WAY",NA
"3279",NA,"SACRAMENTO STREET","CARLETON ST"
"3280","2500","COLLEGE AVE",NA
"3281","2500","SHATTUCK AVE",NA
"3282","100","SEAWALL DR",NA
"3283","500","CRAGMONT AVE",NA
"3284","2800","ADELINE ST",NA
"3285",NA,"HEINZ AVENUE","SEVENTH ST"
"3286","1700","DWIGHT WAY",NA
"3287","2700","MILVIA ST",NA
"3288",NA,"SHATTUCK AVENUE","DURANT AVE"
"3289",NA,"SHATTUCK AVENUE","UNIVERSITY AVE"
"3290",NA,"PRINCE STREET","FULTON ST"
"3291",NA,"NINTH STREET","ASHBY AVE"
"3292","1600","RUSSELL ST",NA
"3293","900","SPRUCE ST",NA
"3294","2000","ASHBY AVE",NA
"3295",NA,"WEBSTER STREET","COLLEGE AVE"
"3296","1800","FOURTH ST",NA
"3297","100","BERKELEY SQ",NA
"3298","2100","ALLSTON WAY",NA
"3299","1800","PRINCE ST",NA
"3300","2800","BUENA VISTA WAY",NA
"3301",NA,"",NA
"3302","600","MADISON ST",NA
"3303","2600","DURANT AVE",NA
"3304","2000","KITTREDGE ST",NA
"3305","1800","FOURTH ST",NA
"3306","2500","WARRING ST",NA
"3307","2700","ELLSWORTH ST",NA
"3308","2200","BONAR ST",NA
"3309",NA,"KING STREET","JULIA ST"
"3310","100","SPINNAKER WAY",NA
"3311","2100","ESSEX ST",NA
"3312","2400","SHATTUCK AVE",NA
"3313","1700","SAN PABLO AVE",NA
"3314","800","CHANNING WAY",NA
"3315","200","HILLCREST RD",NA
"3316","1300","ORDWAY ST",NA
"3317","3300","ADELINE ST",NA
"3318","1300","TENTH ST",NA
"3319","1800","NINTH ST",NA
"3320","2000","ADDISON ST",NA
"3321","1600","SHATTUCK AVE",NA
"3322","1400","FAIRVIEW ST",NA
"3323","2700","DANA ST",NA
"3324",NA,"DWIGHT WAY","DANA ST"
"3325","2000","UNIVERSITY AVE",NA
"3326","2000","FIFTH ST",NA
"3327","2100","SHATTUCK AVE",NA
"3328",NA,"ADELINE STREET","ESSEX ST"
"3329","2700","BANCROFT WAY",NA
"3330","1900","CHESTNUT ST",NA
"3331","1300","BONITA AVE",NA
"3332",NA,"EASTSHORE HIGHWAY","GILMAN ST"
"3333","3100","TELEGRAPH AVE",NA
"3334","800","ARLINGTON AVE",NA
"3335","1500","KEONCREST DR",NA
"3336","1500","GRIZZLY PEAK BLVD",NA
"3337","1700","UNIVERSITY AVE",NA
"3338","1900","UNIVERSITY AVE",NA
"3339","1200","EUCLID AVE",NA
"3340","2500","ETNA ST",NA
"3341","3200","ADELINE ST",NA
"3342","2300","COLLEGE AVE",NA
"3343","1600","BUENA AVE",NA
"3344","1900","CENTER ST",NA
"3345","2100","UNIVERSITY AVE",NA
"3346","400","VINCENTE AVE",NA
"3347","2600","DURANT AVE",NA
"3348","2100","BANCROFT WAY",NA
"3349","2100","OREGON ST",NA
"3350","2600","SAN PABLO AVE",NA
"3351","600","ARLINGTON AVE",NA
"3352","1500","SPRUCE ST",NA
"3353","1900","SHATTUCK AVE",NA
"3354",NA,"NINTH STREET","ASHBY AVE"
"3355","1600","OREGON ST",NA
"3356","2600","ETNA ST",NA
"3357","1500","UNIVERSITY AVE",NA
"3358","1600","PRINCE ST",NA
"3359","2300","PIEDMONT AVE",NA
"3360","2100","CALIFORNIA ST",NA
"3361","1800","SHATTUCK AVE",NA
"3362","1400","OXFORD ST",NA
"3363","1200","CHANNING WAY",NA
"3364","2000","ALLSTON WAY",NA
"3365","2000","BANCROFT WAY",NA
"3366","2300","ROOSEVELT AVE",NA
"3367","200","MARINA BLVD",NA
"3368","2100","KITTREDGE ST",NA
"3369","1500","WOOLSEY ST",NA
"3370","800","SPRUCE ST",NA
"3371","2000","WOOLSEY ST",NA
"3372","3200","CALIFORNIA ST",NA
"3373","2300","WARRING ST",NA
"3374","1800","WARD ST",NA
"3375","2900","ELLIS ST",NA
"3376","1100","UNIVERSITY AVE",NA
"3377","2200","WARD ST",NA
"3378","2100","TENTH ST",NA
"3379","2700","CHANNING WAY",NA
"3380","2600","TELEGRAPH AVE",NA
"3381",NA,"KING STREET","SIXTY-SECOND ST"
"3382","1900","HEARST AVE",NA
"3383","1400","BERKELEY WAY",NA
"3384","2500","DURANT AVE",NA
"3385",NA,"SHATTUCK AVENUE","ALLSTON WAY"
"3386","2000","ALLSTON WAY",NA
"3387","2500","DURANT AVE",NA
"3388",NA,"CENTER STREET","SHATTUCK AVE"
"3389","1600","BANCROFT WAY",NA
"3390","2500","DURANT AVE",NA
"3391","1600","STUART ST",NA
"3392","1800","SAN PABLO AVE",NA
"3393","600","CEDAR ST",NA
"3394","2000","ALLSTON WAY",NA
"3395",NA,"DURANT AVENUE","COLLEGE AVE"
"3396","1200","UNIVERSITY AVE",NA
"3397","1300","SAN PABLO AVE",NA
"3398","2200","SAN PABLO AVE",NA
"3399","1600","ALCATRAZ AVE",NA
"3400","1800","UNIVERSITY AVE",NA
"3401","2000","BERKELEY WAY",NA
"3402","2300","ROOSEVELT AVE",NA
"3403","2000","FOURTH ST",NA
"3404","1400","NINTH ST",NA
"3405","2800","ADELINE ST",NA
"3406","2000","SIXTH ST",NA
"3407",NA,"ASHBY AVENUE","HILLEGASS AVE"
"3408","2600","RIDGE RD",NA
"3409","1600","EDITH ST",NA
"3410",NA,"SHATTUCK AVENUE","ALLSTON WAY"
"3411",NA,"TELEGRAPH AVENUE","OREGON ST"
"3412","1600","OREGON ST",NA
"3413","1600","CORNELL AVE",NA
"3414","2400","SACRAMENTO ST",NA
"3415","2300","DURANT AVE",NA
"3416","1500","HARMON ST",NA
"3417",NA,"OREGON STREET","SAN PABLO AVE"
"3418","1300","SIXTH ST",NA
"3419","2900","SACRAMENTO ST",NA
"3420",NA,"ELLSWORTH STREET","CHANNING WAY"
"3421",NA,"DWIGHT WAY","FIFTH ST"
"3422",NA,"HASTE STREET","SHATTUCK AVE"
"3423","2600","DURANT AVE",NA
"3424","2000","FOURTH ST",NA
"3425","1800","FOURTH ST",NA
"3426","100","TUNNEL RD",NA
"3427",NA,"GILMAN STREET","CURTIS ST"
"3428",NA,"WEST STREET","ADDISON ST"
"3429","2300","FOURTH ST",NA
"3430",NA,"ALLSTON WAY","SHATTUCK AVE"
"3431","2100","CARLETON ST",NA
"3432","2400","MCKINLEY AVE",NA
"3433","2300","TELEGRAPH AVE",NA
"3434","1100","SECOND ST",NA
"3435","1500","DERBY ST",NA
"3436","2100","SEVENTH ST",NA
"3437","1700","MCGEE AVE",NA
"3438",NA,"KITTREDGE STREET","SHATTUCK AVE"
"3439","700","SPRUCE ST",NA
"3440",NA,"BANCROFT WAY","SAN PABLO AVE"
"3441","1500","LA VEREDA RD",NA
"3442",NA,"DWIGHT WAY","TELEGRAPH AVE"
"3443","2500","RIDGE RD",NA
"3444","2500","ASHBY AVE",NA
"3445","2100","JEFFERSON AVE",NA
"3446","2700","HASTE ST",NA
"3447","1000","CEDAR ST",NA
"3448","2000","STUART ST",NA
"3449",NA,"SHATTUCK AVENUE","CHANNING WAY"
"3450","1800","SIXTH ST",NA
"3451",NA,"ALLSTON WAY","ACTON ST"
"3452","2600","ELLSWORTH ST",NA
"3453","1600","ALLSTON WAY",NA
"3454","2400","PIEDMONT AVE",NA
"3455","2400","HASTE ST",NA
"3456","2400","ASHBY AVE",NA
"3457",NA,"DWIGHT WAY","ELLSWORTH ST"
"3458","2700","SAN PABLO AVE",NA
"3459","1200","UNIVERSITY AVE",NA
"3460","2500","COLLEGE AVE",NA
"3461","1600","CHANNING WAY",NA
"3462","2700","COLLEGE AVE",NA
"3463","100","BERKELEY SQ",NA
"3464","2400","PIEDMONT AVE",NA
"3465","2300","TELEGRAPH AVE",NA
"3466",NA,"BANCROFT WAY","COLLEGE AVE"
"3467","1700","DERBY ST",NA
"3468","2400","PIEDMONT CIR",NA
"3469","2400","GRANT ST",NA
"3470","2072","ADDISON ST",NA
"3471","3000","ADELINE ST",NA
"3472",NA,"GRANT STREET","PARKER ST"
"3473","700","SPRUCE ST",NA
"3474","2900","NINTH ST",NA
